3.0,110.0,189.0,9.0,0.0,0.0,1.0000004,0.66666675,1.2222223,1.1863422,12.925926,10.888889,9.222222,18.666668,-6.111111,-11.111111,17.222220999999998,18.666668,0.50813884,1.9108642
3.0,86.0,187.0,9.0,0.0,0.0,1.1111108,0.7200825,1.4444445,0.750309,13.740741,11.666667,10.333334,19.222221,-6.2222222999999985,-10.222222,16.444445,19.222221,0.46332908,1.9414649
3.0,225.0,244.0,9.0,0.0,0.0,3.3888886,2.1951127,2.9999998,1.5202343,12.259259,10.333334,9.333334,17.11111,-5.7777777000000015,-8.777778,14.555554999999998,17.11111,0.48014903,1.9879022
3.0,47.0,232.0,9.0,0.0,0.0,1.2777778,1.254621,1.0,0.8944273000000001,12.703704,11.0,9.0,18.11111,-5.111111,-11.111111,16.222220999999998,18.11111,0.50096595,1.875362
3.0,97.0,186.0,9.0,0.0,0.0,1.1666671,0.6912147,1.1666671,1.0055404,15.592592000000002,13.888889,11.777778,21.11111,-5.111111,-11.444445,16.555555,21.11111,0.44266057,1.8636538
3.0,157.0,221.0,9.0,0.0,0.0,1.0555555,0.6469299,1.2222222,0.6206328000000001,12.111111,10.222222,8.111112,18.0,-5.6666665,-12.0,17.666666,18.0,0.5491796999999999,1.8771459
3.0,62.0,224.0,9.0,0.0,0.0,0.9444445,1.083547,2.3333335,1.6329931999999998,14.62963,13.222222,11.444445,19.222221,-4.2222222999999985,-9.555555,13.777778,19.222221,0.40896538,1.8601909
3.0,27.0,248.0,9.0,0.11111111,0.0,1.611111,0.6469295,3.1666667,1.7224005,15.296296,14.777778,12.888889,18.222221,-1.5555556,-7.2222222999999985,8.777778,18.222221,0.31222734,1.7835119
3.0,44.0,233.0,9.0,0.0,0.0,2.2222219,2.1464872,2.111111,1.3277656999999998,14.481482000000002,12.555555,11.333333,19.555555,-5.7777777000000015,-9.444445,15.222222,19.555555,0.42217422,1.9504046
3.0,17.0,229.0,9.0,0.0,0.0,2.1111114,1.9851303,2.4444447,1.6147469,13.703704,11.222222,11.111111,18.777779,-7.4444447,-7.7777777000000015,15.222222,18.777779,0.4398524,2.0999045
3.0,32.0,240.0,9.0,0.0,0.0,1.2777776,1.540803,2.2777777,1.7051125,12.148149,9.777778,9.333334,17.333334,-7.111111,-8.444445,15.555554999999998,17.333334,0.47067475,2.0438652
3.0,55.0,209.0,9.0,0.11111111,0.0,1.8333331,1.2952907,1.3888888,0.99814624,12.518517999999998,10.333334,10.333334,16.88889,-6.5555553,-6.5555553,13.111111,16.88889,0.40790388,2.0992203
